"Accession.New","MouseGeneName","ProteinID","Description","Sample1","Sample2","Sample3","Sample4","Sample5","10lgP","UniquePeptide","Accession.Number.ori","Accession.Number"
"TCPG_MOUSE","Cct3","P80318","T-complex protein 1 subunit gamma OS=Mus musculus GN=Cct3 PE=1 SV=1",8,11,11,11,10,258.86,15,"P80318|TCPG_MOUSE","TCPG_MOUSE"
"RS14_MOUSE","Rps14","P62264","40S ribosomal protein S14 OS=Mus musculus GN=Rps14 PE=1 SV=3",8,4,7,4,4,258.05,9,"P62264|RS14_MOUSE","RS14_MOUSE"
"SDHA_MOUSE","Sdha","Q8K2B3","Succinate dehydrogenase [ubiquinone] flavoprotein subunit  mitochondrial OS=Mus musculus GN=Sdha PE=1 SV=1",7,6,11,8,7,257.85,13,"Q8K2B3|SDHA_MOUSE","SDHA_MOUSE"
"EIF3L_MOUSE","Eif3l","Q8QZY1","Eukaryotic translation initiation factor 3 subunit L OS=Mus musculus GN=Eif3l PE=1 SV=1",10,5,8,3,4,257.8,10,"Q8QZY1|EIF3L_MOUSE","EIF3L_MOUSE"
"RS3_MOUSE","Rps3","P62908","40S ribosomal protein S3 OS=Mus musculus GN=Rps3 PE=1 SV=1",9,10,9,13,11,257.73,15,"P62908|RS3_MOUSE","RS3_MOUSE"
"IMA4_MOUSE","Kpna3","O35344","Importin subunit alpha-4 OS=Mus musculus GN=Kpna3 PE=1 SV=1",8,4,5,7,6,257.64,10,"O35344|IMA4_MOUSE","IMA4_MOUSE"
"NUMA1_MOUSE","Numa1","E9Q7G0","Nuclear mitotic apparatus protein 1 OS=Mus musculus GN=Numa1 PE=1 SV=1",7,3,4,3,4,257.43,13,"E9Q7G0|NUMA1_MOUSE","NUMA1_MOUSE"
"YBOX1_MOUSE","Ybx1","P62960","Nuclease-sensitive element-binding protein 1 OS=Mus musculus GN=Ybx1 PE=1 SV=3",9,6,8,5,6,257.33,6,"P62960|YBOX1_MOUSE","YBOX1_MOUSE"
"AKA12_MOUSE","Akap12","Q9WTQ5","A-kinase anchor protein 12 OS=Mus musculus GN=Akap12 PE=1 SV=1",5,3,2,5,3,257.3,8,"Q9WTQ5|AKA12_MOUSE","AKA12_MOUSE"
"SFPQ_MOUSE","Sfpq","Q8VIJ6","Splicing factor  proline- and glutamine-rich OS=Mus musculus GN=Sfpq PE=1 SV=1",9,6,8,6,8,257.29,10,"Q8VIJ6|SFPQ_MOUSE","SFPQ_MOUSE"
"ICAL_MOUSE","Cast","P51125","Calpastatin OS=Mus musculus GN=Cast PE=1 SV=2",3,9,2,3,6,257.15,10,"P51125|ICAL_MOUSE","ICAL_MOUSE"
"CAPR1_MOUSE","Caprin1","Q60865","Caprin-1 OS=Mus musculus GN=Caprin1 PE=1 SV=2",7,4,6,5,8,256.93,9,"Q60865|CAPR1_MOUSE","CAPR1_MOUSE"
"CAZA2_MOUSE","Capza2","P47754","F-actin-capping protein subunit alpha-2 OS=Mus musculus GN=Capza2 PE=1 SV=3",10,3,7,5,6,256.91,7,"P47754|CAZA2_MOUSE","CAZA2_MOUSE"
"EIF3M_MOUSE","Eif3m","Q99JX4","Eukaryotic translation initiation factor 3 subunit M OS=Mus musculus GN=Eif3m PE=1 SV=1",6,7,3,5,6,256.63,12,"Q99JX4|EIF3M_MOUSE","EIF3M_MOUSE"
"SF3B1_MOUSE","Sf3b1","Q99NB9","Splicing factor 3B subunit 1 OS=Mus musculus GN=Sf3b1 PE=1 SV=1",12,4,2,6,6,256.26,16,"Q99NB9|SF3B1_MOUSE","SF3B1_MOUSE"
"VATA_MOUSE","Atp6v1a","P50516","V-type proton ATPase catalytic subunit A OS=Mus musculus GN=Atp6v1a PE=1 SV=2",6,6,6,4,6,256.26,11,"P50516|VATA_MOUSE","VATA_MOUSE"
"AP2A2_MOUSE","Ap2a2","P17427","AP-2 complex subunit alpha-2 OS=Mus musculus GN=Ap2a2 PE=1 SV=2",9,4,9,8,5,256.02,11,"P17427|AP2A2_MOUSE","AP2A2_MOUSE"
"ES8L2_MOUSE","Eps8l2","Q99K30","Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Mus musculus GN=Eps8l2 PE=1 SV=1",4,4,6,7,7,255.72,11,"Q99K30|ES8L2_MOUSE","ES8L2_MOUSE"
"RL3_MOUSE","Rpl3","P27659","60S ribosomal protein L3 OS=Mus musculus GN=Rpl3 PE=1 SV=3",14,13,13,8,10,255.4,12,"P27659|RL3_MOUSE","RL3_MOUSE"
"SYLC_MOUSE","Lars","Q8BMJ2","Leucine--tRNA ligase  cytoplasmic OS=Mus musculus GN=Lars PE=1 SV=2",5,5,5,7,5,255.15,15,"Q8BMJ2|SYLC_MOUSE","SYLC_MOUSE"
"UBA6_MOUSE","Uba6","Q8C7R4","Ubiquitin-like modifier-activating enzyme 6 OS=Mus musculus GN=Uba6 PE=1 SV=1",8,4,7,3,2,254.99,12,"Q8C7R4|UBA6_MOUSE","UBA6_MOUSE"
"PCBP1_MOUSE","Pcbp1","P60335","Poly(rC)-binding protein 1 OS=Mus musculus GN=Pcbp1 PE=1 SV=1",4,6,6,6,5,254.69,10,"P60335|PCBP1_MOUSE","PCBP1_MOUSE"
"PROF1_MOUSE","Pfn1","P62962","Profilin-1 OS=Mus musculus GN=Pfn1 PE=1 SV=2",13,12,10,14,12,254.66,13,"P62962|PROF1_MOUSE","PROF1_MOUSE"
"PRP8_MOUSE","Prpf8","Q99PV0","Pre-mRNA-processing-splicing factor 8 OS=Mus musculus GN=Prpf8 PE=1 SV=2",9,2,3,3,2,254.58,15,"Q99PV0|PRP8_MOUSE","PRP8_MOUSE"
"1433F_MOUSE","Ywhah","P68510","14-3-3 protein eta OS=Mus musculus GN=Ywhah PE=1 SV=2",9,10,8,11,10,254.48,7,"P68510|1433F_MOUSE","1433F_MOUSE"
"CAPZB_MOUSE","Capzb","P47757","F-actin-capping protein subunit beta OS=Mus musculus GN=Capzb PE=1 SV=3",11,9,8,8,11,254.25,12,"P47757|CAPZB_MOUSE","CAPZB_MOUSE"
"TNPO1_MOUSE","Tnpo1","Q8BFY9","Transportin-1 OS=Mus musculus GN=Tnpo1 PE=1 SV=2",8,2,4,4,3,253.27,9,"Q8BFY9|TNPO1_MOUSE","TNPO1_MOUSE"
"DHX9_MOUSE","Dhx9","O70133","ATP-dependent RNA helicase A OS=Mus musculus GN=Dhx9 PE=1 SV=2",6,7,5,5,5,252.38,15,"O70133|DHX9_MOUSE","DHX9_MOUSE"
"PSA7_MOUSE","Psma7","Q9Z2U0","Proteasome subunit alpha type-7 OS=Mus musculus GN=Psma7 PE=1 SV=1",6,4,5,6,5,252.02,9,"Q9Z2U0|PSA7_MOUSE","PSA7_MOUSE"
"SEPT2_MOUSE","Sept2","P42208","Septin-2 OS=Mus musculus GN=Sept2 PE=1 SV=2",7,7,6,9,8,251.67,10,"P42208|SEPT2_MOUSE","SEPT2_MOUSE"
"SET_MOUSE","Set","Q9EQU5","Protein SET OS=Mus musculus GN=Set PE=1 SV=1",4,8,7,6,6,251.07,10,"Q9EQU5|SET_MOUSE","SET_MOUSE"
"HNRH1_MOUSE","Hnrnph1","O35737","Heterogeneous nuclear ribonucleoprotein H OS=Mus musculus GN=Hnrnph1 PE=1 SV=3",9,3,9,7,8,250.85,4,"O35737|HNRH1_MOUSE","HNRH1_MOUSE"
"CTNB1_MOUSE","Ctnnb1","Q02248","Catenin beta-1 OS=Mus musculus GN=Ctnnb1 PE=1 SV=1",6,7,4,4,6,250.64,11,"Q02248|CTNB1_MOUSE","CTNB1_MOUSE"
"GRN_MOUSE","Grn","P28798","Granulins OS=Mus musculus GN=Grn PE=1 SV=2",11,6,5,5,6,250.25,9,"P28798|GRN_MOUSE","GRN_MOUSE"
"SAE2_MOUSE","Uba2","Q9Z1F9","SUMO-activating enzyme subunit 2 OS=Mus musculus GN=Uba2 PE=1 SV=1",7,2,2,2,2,249.47,8,"Q9Z1F9|SAE2_MOUSE","SAE2_MOUSE"
"PKHO2_MOUSE","Plekho2","Q8K124","Pleckstrin homology domain-containing family O member 2 OS=Mus musculus GN=Plekho2 PE=1 SV=1",3,3,1,3,4,249.06,8,"Q8K124|PKHO2_MOUSE","PKHO2_MOUSE"
"TADBP_MOUSE","Tardbp","Q921F2","TAR DNA-binding protein 43 OS=Mus musculus GN=Tardbp PE=1 SV=1",6,7,4,5,6,248.95,12,"Q921F2|TADBP_MOUSE","TADBP_MOUSE"
"KINH_MOUSE","Kif5b","Q61768","Kinesin-1 heavy chain OS=Mus musculus GN=Kif5b PE=1 SV=3",6,5,3,5,4,248.54,11,"Q61768|KINH_MOUSE","KINH_MOUSE"
"VDAC2_MOUSE","Vdac2","Q60930","Voltage-dependent anion-selective channel protein 2 OS=Mus musculus GN=Vdac2 PE=1 SV=2",10,7,10,10,9,248.1,10,"Q60930|VDAC2_MOUSE","VDAC2_MOUSE"
"IF4G1_MOUSE","Eif4g1","Q6NZJ6","Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus GN=Eif4g1 PE=1 SV=1",8,2,6,5,4,247.51,13,"Q6NZJ6|IF4G1_MOUSE","IF4G1_MOUSE"
"FBX50_MOUSE","Nccrp1","G3X9C2","F-box only protein 50 OS=Mus musculus GN=Nccrp1 PE=1 SV=2",5,2,5,3,5,247.47,8,"G3X9C2|FBX50_MOUSE","FBX50_MOUSE"
"VATB2_MOUSE","Atp6v1b2","P62814","V-type proton ATPase subunit B  brain isoform OS=Mus musculus GN=Atp6v1b2 PE=1 SV=1",5,2,7,8,7,247.13,14,"P62814|VATB2_MOUSE","VATB2_MOUSE"
"SAHH_MOUSE","Ahcy","P50247","Adenosylhomocysteinase OS=Mus musculus GN=Ahcy PE=1 SV=3",10,4,3,5,3,246.96,9,"P50247|SAHH_MOUSE","SAHH_MOUSE"
"LKHA4_MOUSE","Lta4h","P24527","Leukotriene A-4 hydrolase OS=Mus musculus GN=Lta4h PE=1 SV=4",8,3,6,4,4,246.83,14,"P24527|LKHA4_MOUSE","LKHA4_MOUSE"
"4F2_MOUSE","Slc3a2","P10852","4F2 cell-surface antigen heavy chain OS=Mus musculus GN=Slc3a2 PE=1 SV=1",10,8,6,3,5,246.67,13,"P10852|4F2_MOUSE","4F2_MOUSE"
"TCTP_MOUSE","Tpt1","P63028","Translationally-controlled tumor protein OS=Mus musculus GN=Tpt1 PE=1 SV=1",8,4,4,8,8,246.32,7,"P63028|TCTP_MOUSE","TCTP_MOUSE"
"YBOX3_MOUSE","Ybx3","Q9JKB3","Y-box-binding protein 3 OS=Mus musculus GN=Ybx3 PE=1 SV=2",8,4,7,5,5,245.73,5,"Q9JKB3|YBOX3_MOUSE","YBOX3_MOUSE"
"PPIB_MOUSE","Ppib","P24369","Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus GN=Ppib PE=1 SV=2",8,14,17,11,11,245.51,17,"P24369|PPIB_MOUSE","PPIB_MOUSE"
"MDHC_MOUSE","Mdh1","P14152","Malate dehydrogenase  cytoplasmic OS=Mus musculus GN=Mdh1 PE=1 SV=3",9,5,7,4,5,244.9,10,"P14152|MDHC_MOUSE","MDHC_MOUSE"
"PRDX2_MOUSE","Prdx2","Q61171","Peroxiredoxin-2 OS=Mus musculus GN=Prdx2 PE=1 SV=3",10,8,8,8,8,244.71,9,"Q61171|PRDX2_MOUSE","PRDX2_MOUSE"
"LG3BP_MOUSE","Lgals3bp","Q07797","Galectin-3-binding protein OS=Mus musculus GN=Lgals3bp PE=1 SV=1",6,6,8,6,6,244,11,"Q07797|LG3BP_MOUSE","LG3BP_MOUSE"
"PGRC1_MOUSE","Pgrmc1","O55022","Membrane-associated progesterone receptor component 1 OS=Mus musculus GN=Pgrmc1 PE=1 SV=4",5,5,2,5,6,243.93,8,"O55022|PGRC1_MOUSE","PGRC1_MOUSE"
"DESP_MOUSE","Dsp","E9Q557","Desmoplakin OS=Mus musculus GN=Dsp PE=1 SV=1",5,7,7,4,1,243.91,14,"E9Q557|DESP_MOUSE","DESP_MOUSE"
"UBR4_MOUSE","Ubr4","A2AN08","E3 ubiquitin-protein ligase UBR4 OS=Mus musculus GN=Ubr4 PE=1 SV=1",5,5,5,3,2,243.88,10,"A2AN08|UBR4_MOUSE","UBR4_MOUSE"
"PRDX5_MOUSE","Prdx5","P99029","Peroxiredoxin-5  mitochondrial OS=Mus musculus GN=Prdx5 PE=1 SV=2",10,11,8,8,11,243.64,15,"P99029|PRDX5_MOUSE","PRDX5_MOUSE"
"OAT_MOUSE","Oat","P29758","Ornithine aminotransferase  mitochondrial OS=Mus musculus GN=Oat PE=1 SV=1",8,6,3,6,8,243.05,13,"P29758|OAT_MOUSE","OAT_MOUSE"
"APMAP_MOUSE","Apmap","Q9D7N9","Adipocyte plasma membrane-associated protein OS=Mus musculus GN=Apmap PE=1 SV=1",9,6,7,5,8,242.71,9,"Q9D7N9|APMAP_MOUSE","APMAP_MOUSE"
"HXK1_MOUSE","Hk1","P17710","Hexokinase-1 OS=Mus musculus GN=Hk1 PE=1 SV=3",8,3,11,6,6,242.51,13,"P17710|HXK1_MOUSE","HXK1_MOUSE"
"RAP1B_MOUSE","Rap1b","Q99JI6","Ras-related protein Rap-1b OS=Mus musculus GN=Rap1b PE=1 SV=2",8,10,7,4,7,242.35,4,"Q99JI6|RAP1B_MOUSE","RAP1B_MOUSE"
"ATP5H_MOUSE","Atp5h","Q9DCX2","ATP synthase subunit d  mitochondrial OS=Mus musculus GN=Atp5h PE=1 SV=3",10,4,6,7,9,242.12,10,"Q9DCX2|ATP5H_MOUSE","ATP5H_MOUSE"
"IMA3_MOUSE","Kpna4","O35343","Importin subunit alpha-3 OS=Mus musculus GN=Kpna4 PE=1 SV=1",8,4,5,7,6,242,10,"O35343|IMA3_MOUSE","IMA3_MOUSE"
"PPCE_MOUSE","Prep","Q9QUR6","Prolyl endopeptidase OS=Mus musculus GN=Prep PE=1 SV=1",6,5,4,2,3,241.9,9,"Q9QUR6|PPCE_MOUSE","PPCE_MOUSE"
"THIL_MOUSE","Acat1","Q8QZT1","Acetyl-CoA acetyltransferase  mitochondrial OS=Mus musculus GN=Acat1 PE=1 SV=1",4,5,3,6,4,241.89,9,"Q8QZT1|THIL_MOUSE","THIL_MOUSE"
"HMGB1_MOUSE","Hmgb1","P63158","High mobility group protein B1 OS=Mus musculus GN=Hmgb1 PE=1 SV=2",7,4,7,3,6,241.79,9,"P63158|HMGB1_MOUSE","HMGB1_MOUSE"
"HS105_MOUSE","Hsph1","Q61699","Heat shock protein 105 kDa OS=Mus musculus GN=Hsph1 PE=1 SV=2",7,3,4,4,4,241.74,12,"Q61699|HS105_MOUSE","HS105_MOUSE"
"PHB_MOUSE","Phb","P67778","Prohibitin OS=Mus musculus GN=Phb PE=1 SV=1",8,5,4,6,4,241.06,11,"P67778|PHB_MOUSE","PHB_MOUSE"
"LRC59_MOUSE","Lrrc59","Q922Q8","Leucine-rich repeat-containing protein 59 OS=Mus musculus GN=Lrrc59 PE=1 SV=1",5,6,1,4,6,241.01,9,"Q922Q8|LRC59_MOUSE","LRC59_MOUSE"
"ROA1_MOUSE","Hnrnpa1","P49312","Heterogeneous nuclear ribonucleoprotein A1 OS=Mus musculus GN=Hnrnpa1 PE=1 SV=2",9,10,8,9,10,240.95,10,"P49312|ROA1_MOUSE","ROA1_MOUSE"
"NDKA_MOUSE","Nme1","P15532","Nucleoside diphosphate kinase A OS=Mus musculus GN=Nme1 PE=1 SV=1",12,9,10,12,14,240.67,7,"P15532|NDKA_MOUSE","NDKA_MOUSE"
"RL9_MOUSE","Rpl9","P51410","60S ribosomal protein L9 OS=Mus musculus GN=Rpl9 PE=2 SV=2",6,16,13,8,15,240.63,9,"P51410|RL9_MOUSE","RL9_MOUSE"
"DX39B_MOUSE","Ddx39b","Q9Z1N5","Spliceosome RNA helicase Ddx39b OS=Mus musculus GN=Ddx39b PE=1 SV=1",9,10,2,6,5,240.6,5,"Q9Z1N5|DX39B_MOUSE","DX39B_MOUSE"
"ANXA3_MOUSE","Anxa3","O35639","Annexin A3 OS=Mus musculus GN=Anxa3 PE=1 SV=4",13,7,8,9,12,240.52,11,"O35639|ANXA3_MOUSE","ANXA3_MOUSE"
"PSB1_MOUSE","Psmb1","O09061","Proteasome subunit beta type-1 OS=Mus musculus GN=Psmb1 PE=1 SV=1",8,9,5,4,4,240.49,10,"O09061|PSB1_MOUSE","PSB1_MOUSE"
"RLA1_MOUSE","Rplp1","P47955","60S acidic ribosomal protein P1 OS=Mus musculus GN=Rplp1 PE=1 SV=1",4,7,4,5,7,240.34,8,"P47955|RLA1_MOUSE","RLA1_MOUSE"
"CO6A1_MOUSE","Col6a1","Q04857","Collagen alpha-1(VI) chain OS=Mus musculus GN=Col6a1 PE=1 SV=1",7,2,1,6,5,239.97,10,"Q04857|CO6A1_MOUSE","CO6A1_MOUSE"
"IF6_MOUSE","Eif6","O55135","Eukaryotic translation initiation factor 6 OS=Mus musculus GN=Eif6 PE=1 SV=2",4,5,3,5,3,239.91,7,"O55135|IF6_MOUSE","IF6_MOUSE"
"INF2_MOUSE","Inf2","Q0GNC1","Inverted formin-2 OS=Mus musculus GN=Inf2 PE=1 SV=1",9,3,7,6,4,239.67,11,"Q0GNC1|INF2_MOUSE","INF2_MOUSE"
"QCR2_MOUSE","Uqcrc2","Q9DB77","Cytochrome b-c1 complex subunit 2  mitochondrial OS=Mus musculus GN=Uqcrc2 PE=1 SV=1",8,7,1,4,7,239.65,12,"Q9DB77|QCR2_MOUSE","QCR2_MOUSE"
"EFTU_MOUSE","Tufm","Q8BFR5","Elongation factor Tu  mitochondrial OS=Mus musculus GN=Tufm PE=1 SV=1",10,7,5,4,4,239.48,13,"Q8BFR5|EFTU_MOUSE","EFTU_MOUSE"
"MFGM_MOUSE","Mfge8","P21956","Lactadherin OS=Mus musculus GN=Mfge8 PE=1 SV=3",7,5,2,2,7,239.47,8,"P21956|MFGM_MOUSE","MFGM_MOUSE"
"NIBA2_MOUSE","Fam129b","Q8R1F1","Niban-like protein 1 OS=Mus musculus GN=Fam129b PE=1 SV=2",6,2,6,4,3,238.29,9,"Q8R1F1|NIBL1_MOUSE","NIBL1_MOUSE"
"PNPH_MOUSE","Pnp","P23492","Purine nucleoside phosphorylase OS=Mus musculus GN=Pnp PE=1 SV=2",7,5,8,4,4,238.01,11,"P23492|PNPH_MOUSE","PNPH_MOUSE"
"HNRPQ_MOUSE","Syncrip","Q7TMK9","Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus GN=Syncrip PE=1 SV=2",6,3,5,5,7,238,9,"Q7TMK9|HNRPQ_MOUSE","HNRPQ_MOUSE"
"IF2B_MOUSE","Eif2s2","Q99L45","Eukaryotic translation initiation factor 2 subunit 2 OS=Mus musculus GN=Eif2s2 PE=1 SV=1",4,8,6,4,4,237.93,11,"Q99L45|IF2B_MOUSE","IF2B_MOUSE"
"PGM1_MOUSE","Pgm1","Q9D0F9","Phosphoglucomutase-1 OS=Mus musculus GN=Pgm1 PE=1 SV=4",8,3,6,7,5,237.92,12,"Q9D0F9|PGM1_MOUSE","PGM1_MOUSE"
"NP1L1_MOUSE","Nap1l1","P28656","Nucleosome assembly protein 1-like 1 OS=Mus musculus GN=Nap1l1 PE=1 SV=2",6,3,7,4,8,237.75,9,"P28656|NP1L1_MOUSE","NP1L1_MOUSE"
"CMC1_MOUSE","Slc25a12","Q8BH59","Calcium-binding mitochondrial carrier protein Aralar1 OS=Mus musculus GN=Slc25a12 PE=1 SV=1",6,6,6,4,6,237.16,11,"Q8BH59|CMC1_MOUSE","CMC1_MOUSE"
"HS71L_MOUSE","Hspa1l","P16627","Heat shock 70 kDa protein 1-like OS=Mus musculus GN=Hspa1l PE=1 SV=4",7,8,8,9,9,237.09,3,"P16627|HS71L_MOUSE","HS71L_MOUSE"
"TRXR1_MOUSE","Txnrd1","Q9JMH6","Thioredoxin reductase 1  cytoplasmic OS=Mus musculus GN=Txnrd1 PE=1 SV=3",4,1,3,2,3,237.05,7,"Q9JMH6|TRXR1_MOUSE","TRXR1_MOUSE"
"ESYT2_MOUSE","Esyt2","Q3TZZ7","Extended synaptotagmin-2 OS=Mus musculus GN=Esyt2 PE=1 SV=1",2,2,5,5,5,236.43,10,"Q3TZZ7|ESYT2_MOUSE","ESYT2_MOUSE"
"ACLY_MOUSE","Acly","Q91V92","ATP-citrate synthase OS=Mus musculus GN=Acly PE=1 SV=1",6,4,6,3,7,236.3,11,"Q91V92|ACLY_MOUSE","ACLY_MOUSE"
"ROA3_MOUSE","Hnrnpa3","Q8BG05","Heterogeneous nuclear ribonucleoprotein A3 OS=Mus musculus GN=Hnrnpa3 PE=1 SV=1",7,9,5,7,7,235.75,11,"Q8BG05|ROA3_MOUSE","ROA3_MOUSE"
"SEPT7_MOUSE","Sept7","O55131","Septin-7 OS=Mus musculus GN=Sept7 PE=1 SV=1",7,4,7,8,8,235.66,10,"O55131|SEPT7_MOUSE","SEPT7_MOUSE"
"PICAL_MOUSE","Picalm","Q7M6Y3","Phosphatidylinositol-binding clathrin assembly protein OS=Mus musculus GN=Picalm PE=1 SV=1",2,5,4,5,4,235.38,8,"Q7M6Y3|PICAL_MOUSE","PICAL_MOUSE"
"RADI_MOUSE","Rdx","P26043","Radixin OS=Mus musculus GN=Rdx PE=1 SV=3",9,10,9,10,10,235.34,3,"P26043|RADI_MOUSE","RADI_MOUSE"
"MA2A1_MOUSE","Man2a1","P27046","Alpha-mannosidase 2 OS=Mus musculus GN=Man2a1 PE=1 SV=2",8,4,4,4,2,235.23,14,"P27046|MA2A1_MOUSE","MA2A1_MOUSE"
"TXND5_MOUSE","Txndc5","Q91W90","Thioredoxin domain-containing protein 5 OS=Mus musculus GN=Txndc5 PE=1 SV=2",6,5,6,4,5,235.19,11,"Q91W90|TXND5_MOUSE","TXND5_MOUSE"
"USP9X_MOUSE","Usp9x","P70398","Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Mus musculus GN=Usp9x PE=1 SV=2",7,2,5,5,6,235.14,13,"P70398|USP9X_MOUSE","USP9X_MOUSE"
"AK1A1_MOUSE","Akr1a1","Q9JII6","Alcohol dehydrogenase [NADP(+)] OS=Mus musculus GN=Akr1a1 PE=1 SV=3",7,2,4,2,2,234.79,9,"Q9JII6|AK1A1_MOUSE","AK1A1_MOUSE"
"ANXA4_MOUSE","Anxa4","P97429","Annexin A4 OS=Mus musculus GN=Anxa4 PE=1 SV=4",9,6,9,6,8,234.63,12,"P97429|ANXA4_MOUSE","ANXA4_MOUSE"
"RHOA_MOUSE","Rhoa","Q9QUI0","Transforming protein RhoA OS=Mus musculus GN=Rhoa PE=1 SV=1",6,7,6,5,11,234.49,2,"Q9QUI0|RHOA_MOUSE","RHOA_MOUSE"
"RHOC_MOUSE","Rhoc","Q62159","Rho-related GTP-binding protein RhoC OS=Mus musculus GN=Rhoc PE=1 SV=2",7,7,6,4,12,234.31,4,"Q62159|RHOC_MOUSE","RHOC_MOUSE"
"RS17_MOUSE","Rps17","P63276","40S ribosomal protein S17 OS=Mus musculus GN=Rps17 PE=1 SV=2",8,4,5,5,8,234.17,9,"P63276|RS17_MOUSE","RS17_MOUSE"
"STIP1_MOUSE","Stip1","Q60864","Stress-induced-phosphoprotein 1 OS=Mus musculus GN=Stip1 PE=1 SV=1",5,9,2,6,9,234.13,10,"Q60864|STIP1_MOUSE","STIP1_MOUSE"
"GALK1_MOUSE","Galk1","Q9R0N0","Galactokinase OS=Mus musculus GN=Galk1 PE=1 SV=2",5,2,6,2,2,233.87,8,"Q9R0N0|GALK1_MOUSE","GALK1_MOUSE"
"LMCD1_MOUSE","Lmcd1","Q8VEE1","LIM and cysteine-rich domains protein 1 OS=Mus musculus GN=Lmcd1 PE=1 SV=1",7,5,5,6,4,233.79,10,"Q8VEE1|LMCD1_MOUSE","LMCD1_MOUSE"
"ANX11_MOUSE","Anxa11","P97384","Annexin A11 OS=Mus musculus GN=Anxa11 PE=1 SV=2",9,5,9,4,7,232.52,9,"P97384|ANX11_MOUSE","ANX11_MOUSE"
"FAS_MOUSE","Fasn","P19096","Fatty acid synthase OS=Mus musculus GN=Fasn PE=1 SV=2",10,3,2,8,0,232.47,11,"P19096|FAS_MOUSE","FAS_MOUSE"
"VDAC3_MOUSE","Vdac3","Q60931","Voltage-dependent anion-selective channel protein 3 OS=Mus musculus GN=Vdac3 PE=1 SV=1",5,5,4,6,6,232.32,6,"Q60931|VDAC3_MOUSE","VDAC3_MOUSE"
"PHB2_MOUSE","Phb2","O35129","Prohibitin-2 OS=Mus musculus GN=Phb2 PE=1 SV=1",8,4,5,5,7,232.26,11,"O35129|PHB2_MOUSE","PHB2_MOUSE"
"HBE_MOUSE","Hbb-y","P02104","Hemoglobin subunit epsilon-Y2 OS=Mus musculus GN=Hbb-y PE=1 SV=2",8,9,3,11,13,232.05,6,"P02104|HBE_MOUSE","HBE_MOUSE"
"MK01_MOUSE","Mapk1","P63085","Mitogen-activated protein kinase 1 OS=Mus musculus GN=Mapk1 PE=1 SV=3",6,3,3,4,4,231.84,6,"P63085|MK01_MOUSE","MK01_MOUSE"
"AT2A2_MOUSE","Atp2a2","O55143","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Mus musculus GN=Atp2a2 PE=1 SV=2",5,1,4,5,5,231.8,9,"O55143|AT2A2_MOUSE","AT2A2_MOUSE"
"DC1L1_MOUSE","Dync1li1","Q8R1Q8","Cytoplasmic dynein 1 light intermediate chain 1 OS=Mus musculus GN=Dync1li1 PE=1 SV=1",6,4,2,4,3,231.77,8,"Q8R1Q8|DC1L1_MOUSE","DC1L1_MOUSE"
"CAPG_MOUSE","Capg","P24452","Macrophage-capping protein OS=Mus musculus GN=Capg PE=1 SV=2",6,6,5,5,6,231.13,10,"P24452|CAPG_MOUSE","CAPG_MOUSE"
"SEPT9_MOUSE","Sept9","Q80UG5","Septin-9 OS=Mus musculus GN=Sept9 PE=1 SV=1",10,2,7,7,5,231.08,10,"Q80UG5|SEPT9_MOUSE","SEPT9_MOUSE"
"RS7_MOUSE","Rps7","P62082","40S ribosomal protein S7 OS=Mus musculus GN=Rps7 PE=2 SV=1",7,10,9,9,11,230.87,10,"P62082|RS7_MOUSE","RS7_MOUSE"
"ATPO_MOUSE","Atp5o","Q9DB20","ATP synthase subunit O  mitochondrial OS=Mus musculus GN=Atp5o PE=1 SV=1",8,5,5,4,4,230.68,7,"Q9DB20|ATPO_MOUSE","ATPO_MOUSE"
"GSTP1_MOUSE","Gstp1","P19157","Glutathione S-transferase P 1 OS=Mus musculus GN=Gstp1 PE=1 SV=2",10,9,1,4,7,230.48,8,"P19157|GSTP1_MOUSE","GSTP1_MOUSE"
"TINAL_MOUSE","Tinagl1","Q99JR5","Tubulointerstitial nephritis antigen-like OS=Mus musculus GN=Tinagl1 PE=1 SV=1",8,2,3,4,2,229.05,9,"Q99JR5|TINAL_MOUSE","TINAL_MOUSE"
"RAB14_MOUSE","Rab14","Q91V41","Ras-related protein Rab-14 OS=Mus musculus GN=Rab14 PE=1 SV=3",7,4,6,6,9,228.9,9,"Q91V41|RAB14_MOUSE","RAB14_MOUSE"
"ABCF1_MOUSE","Abcf1","Q6P542","ATP-binding cassette sub-family F member 1 OS=Mus musculus GN=Abcf1 PE=1 SV=1",5,4,3,3,4,228.71,8,"Q6P542|ABCF1_MOUSE","ABCF1_MOUSE"
"PLIN2_MOUSE","Plin2","P43883","Perilipin-2 OS=Mus musculus GN=Plin2 PE=1 SV=2",7,6,7,6,5,228.41,8,"P43883|PLIN2_MOUSE","PLIN2_MOUSE"
