Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 1,Coverage (%) Sample 2,Coverage (%) Sample 3,Coverage (%) Sample 4,Coverage (%) Sample 5,Area Sample 1,Area Sample 2,Area Sample 3,Area Sample 4,Area Sample 5,#Peptides,#Unique,#Spec Sample 1,#Spec Sample 2,#Spec Sample 3,#Spec Sample 4,#Spec Sample 5,PTM,Avg. Mass,Description
539,419,Q6P542|ABCF1_MOUSE,228.71,18,12,12,8,6,10,1.18E+07,8.29E+06,4.00E+06,5.59E+06,2.28E+07,8,8,5,4,3,3,4,Carbamidomethylation,94945,ATP-binding cassette sub-family F member 1 OS=Mus musculus GN=Abcf1 PE=1 SV=1
344,429,P43883|PLIN2_MOUSE,228.41,31,28,23,28,23,20,3.63E+07,1.30E+07,1.82E+07,1.66E+07,2.11E+07,8,8,7,6,7,6,5,Carbamidomethylation,46646,Perilipin-2 OS=Mus musculus GN=Plin2 PE=1 SV=2
462,321,Q8R1B4|EIF3C_MOUSE,228.37,14,9,2,10,8,4,2.80E+07,4.98E+06,1.77E+07,1.91E+07,8.05E+06,10,10,7,2,7,5,2,Carbamidomethylation,105531,Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus GN=Eif3c PE=1 SV=1
387,643,Q8CDN6|TXNL1_MOUSE,228.25,34,29,21,27,34,22,4.43E+07,4.72E+07,1.45E+07,2.71E+07,3.10E+07,7,7,7,3,5,7,6,Carbamidomethylation; Deamidation (NQ),32237,Thioredoxin-like protein 1 OS=Mus musculus GN=Txnl1 PE=1 SV=3
447,488,P09586|PR3B1_MOUSE,228.04,47,39,31,30,16,17,2.16E+07,2.74E+07,2.79E+07,1.54E+07,7.32E+06,8,8,8,5,6,3,2,,25159,Prolactin-3B1 OS=Mus musculus GN=Prl3b1 PE=1 SV=1
442,670,Q9WUM3|COR1B_MOUSE,227.98,24,20,20,20,15,18,2.80E+07,2.48E+07,8.75E+06,1.01E+07,2.03E+07,7,7,6,6,4,3,5,Carbamidomethylation; Deamidation (NQ),53912,Coronin-1B OS=Mus musculus GN=Coro1b PE=1 SV=1
533,315,P56399|UBP5_MOUSE,227.97,20,7,11,3,11,11,3.91E+06,1.58E+07,8.31E+05,1.37E+07,1.39E+07,9,9,3,5,1,5,5,Deamidation (NQ),95833,Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus GN=Usp5 PE=1 SV=1
446,472,Q9CQ19|MYL9_MOUSE,227.76,63,47,29,33,23,37,5.60E+06,8.91E+06,,2.48E+06,2.44E+05,9,4,6,4,5,4,5,Deamidation (NQ),19854,Myosin regulatory light polypeptide 9 OS=Mus musculus GN=Myl9 PE=1 SV=3
438,269,P14685|PSMD3_MOUSE,227.24,31,14,23,7,9,7,1.76E+07,4.12E+07,1.22E+07,1.48E+07,4.60E+06,12,12,5,9,3,4,3,,60718,26S proteasome non-ATPase regulatory subunit 3 OS=Mus musculus GN=Psmd3 PE=1 SV=3
138,1094,P50543|S10AB_MOUSE,226.99,64,64,64,64,64,64,7.30E+07,2.20E+08,5.50E+07,3.35E+07,4.01E+07,9,9,14,19,15,10,13,Carbamidomethylation; Deamidation (NQ),11083,Protein S100-A11 OS=Mus musculus GN=S100a11 PE=1 SV=1
493,278,Q8BIJ6|SYIM_MOUSE,226.19,19,12,8,4,8,7,8.22E+06,1.04E+07,3.11E+06,3.47E+06,5.14E+06,10,10,5,4,3,4,5,Carbamidomethylation; Deamidation (NQ),112804,Isoleucine--tRNA ligase  mitochondrial OS=Mus musculus GN=Iars2 PE=1 SV=1
484,675,Q99020|ROAA_MOUSE,226.06,23,17,20,8,10,15,5.82E+07,4.96E+07,2.95E+07,1.11E+07,2.88E+07,9,8,5,5,2,4,6,Carbamidomethylation,30831,Heterogeneous nuclear ribonucleoprotein A/B OS=Mus musculus GN=Hnrnpab PE=1 SV=1
287,837,P08228|SODC_MOUSE,225.98,54,54,45,45,44,45,1.57E+08,2.46E+08,7.36E+07,7.27E+07,1.41E+08,7,7,9,9,8,5,7,Carbamidomethylation; Deamidation (NQ),15943,Superoxide dismutase [Cu-Zn] OS=Mus musculus GN=Sod1 PE=1 SV=2
548,316,Q8BMF4|ODP2_MOUSE,225.74,24,6,7,12,14,10,5.65E+06,7.27E+06,7.02E+06,1.13E+07,8.45E+06,9,9,2,3,5,5,4,Carbamidomethylation,67942,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex  mitochondrial OS=Mus musculus GN=Dlat PE=1 SV=2
204,610,Q60605|MYL6_MOUSE,225.64,56,48,43,38,44,52,2.36E+08,9.27E+07,6.61E+07,2.95E+08,2.05E+08,11,11,10,10,9,12,14,Carbamidomethylation; Deamidation (NQ),16930,Myosin light polypeptide 6 OS=Mus musculus GN=Myl6 PE=1 SV=3
473,473,Q61990|PCBP2_MOUSE,225.55,35,32,17,9,17,25,3.27E+07,2.08E+07,3.78E+06,2.24E+07,1.89E+07,8,6,6,5,2,4,5,Carbamidomethylation; Oxidation (M),38222,Poly(rC)-binding protein 2 OS=Mus musculus GN=Pcbp2 PE=1 SV=1
464,259,Q60715|P4HA1_MOUSE,225.21,30,20,13,9,16,11,1.04E+07,1.94E+07,2.32E+06,1.43E+07,8.36E+06,11,11,6,6,2,5,4,Carbamidomethylation,60910,Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus GN=P4ha1 PE=1 SV=2
471,295,Q62470|ITA3_MOUSE,225.16,17,10,7,8,4,2,1.42E+07,1.19E+08,8.78E+06,1.27E+07,8.65E+06,11,11,7,5,5,3,2,Carbamidomethylation; Deamidation (NQ),116745,Integrin alpha-3 OS=Mus musculus GN=Itga3 PE=1 SV=1
266,535,P97351|RS3A_MOUSE,225.08,30,25,25,20,24,29,7.75E+07,1.30E+08,4.41E+07,7.41E+07,8.53E+07,9,9,8,9,6,8,11,Carbamidomethylation,29885,40S ribosomal protein S3a OS=Mus musculus GN=Rps3a PE=1 SV=3
474,328,P61161|ARP2_MOUSE,224.89,37,25,15,26,8,3,2.68E+07,2.05E+07,3.39E+07,5.92E+06,8.36E+06,10,10,7,3,9,2,1,Carbamidomethylation; Deamidation (NQ),44761,Actin-related protein 2 OS=Mus musculus GN=Actr2 PE=1 SV=1
374,345,Q93092|TALDO_MOUSE,224.78,45,28,24,28,25,34,9.33E+07,5.59E+06,3.61E+07,4.04E+07,6.51E+07,11,11,8,4,5,4,8,Carbamidomethylation; Deamidation (NQ),37387,Transaldolase OS=Mus musculus GN=Taldo1 PE=1 SV=2
403,393,Q9D1A2|CNDP2_MOUSE,224.77,30,16,16,17,18,15,2.04E+07,4.21E+06,1.56E+07,2.50E+07,1.50E+07,10,10,6,5,6,5,5,Carbamidomethylation; Deamidation (NQ),52767,Cytosolic non-specific dipeptidase OS=Mus musculus GN=Cndp2 PE=1 SV=1
411,387,Q8BFZ9|ERLN2_MOUSE,224.74,39,30,11,21,20,21,2.09E+07,1.12E+07,2.68E+07,8.51E+06,6.17E+06,9,9,7,3,7,5,4,Carbamidomethylation,37873,Erlin-2 OS=Mus musculus GN=Erlin2 PE=1 SV=1
583,716,Q9DCT8|CRIP2_MOUSE,224.7,61,61,47,8,11,29,1.59E+07,4.15E+07,2.27E+06,5.42E+06,3.28E+07,6,6,5,7,1,1,4,Carbamidomethylation; Deamidation (NQ),22727,Cysteine-rich protein 2 OS=Mus musculus GN=Crip2 PE=1 SV=1
698,373,Q8BFW7|LPP_MOUSE,224.32,26,5,9,0,9,15,3.61E+06,4.39E+06,,6.24E+06,1.15E+07,8,8,2,3,0,4,5,Carbamidomethylation,65891,Lipoma-preferred partner homolog OS=Mus musculus GN=Lpp PE=1 SV=1
819,364,P47738|ALDH2_MOUSE,224.17,31,23,3,5,8,5,1.52E+07,7.41E+05,5.42E+06,6.41E+06,4.42E+06,9,9,5,1,2,2,1,Carbamidomethylation,56538,Aldehyde dehydrogenase  mitochondrial OS=Mus musculus GN=Aldh2 PE=1 SV=1
576,502,Q01730|RSU1_MOUSE,224.06,41,36,24,13,10,24,1.99E+07,3.55E+06,5.30E+06,1.94E+06,2.85E+06,8,8,7,3,3,2,3,,31550,Ras suppressor protein 1 OS=Mus musculus GN=Rsu1 PE=1 SV=3
456,194,Q8BU30|SYIC_MOUSE,223.32,17,15,7,6,1,5,2.48E+07,6.12E+06,1.09E+07,1.33E+06,4.49E+06,13,13,10,3,5,2,3,Carbamidomethylation; Deamidation (NQ),144270,Isoleucine--tRNA ligase  cytoplasmic OS=Mus musculus GN=Iars PE=1 SV=2
436,203,Q3U1J4|DDB1_MOUSE,222.99,16,9,3,9,2,7,3.33E+07,4.16E+05,1.43E+07,6.30E+06,1.39E+07,13,13,9,1,6,3,5,Carbamidomethylation; Deamidation (NQ),126853,DNA damage-binding protein 1 OS=Mus musculus GN=Ddb1 PE=1 SV=2
338,684,P62827|RAN_MOUSE,222.89,49,49,49,25,38,40,1.28E+08,9.34E+07,4.05E+07,2.65E+07,2.96E+07,11,11,9,10,4,4,5,Carbamidomethylation; Deamidation (NQ),24423,GTP-binding nuclear protein Ran OS=Mus musculus GN=Ran PE=1 SV=3
391,474,P54775|PRS6B_MOUSE,222.45,34,27,20,10,24,24,1.81E+07,2.73E+07,9.79E+06,1.72E+07,1.86E+07,8,8,7,6,3,6,6,Deamidation (NQ),47408,26S proteasome regulatory subunit 6B OS=Mus musculus GN=Psmc4 PE=1 SV=2
514,329,Q9Z2W0|DNPEP_MOUSE,222.29,31,14,21,25,14,8,6.98E+06,4.25E+07,1.76E+07,5.74E+06,3.28E+06,10,10,3,5,7,3,2,Carbamidomethylation,52207,Aspartyl aminopeptidase OS=Mus musculus GN=Dnpep PE=1 SV=2
568,267,Q9EPL8|IPO7_MOUSE,222.01,15,9,3,3,8,3,1.09E+07,7.78E+05,1.23E+06,8.43E+06,3.50E+06,10,10,6,2,2,6,2,Carbamidomethylation,119486,Importin-7 OS=Mus musculus GN=Ipo7 PE=1 SV=2
536,305,Q3TDN2|FAF2_MOUSE,221.91,39,10,23,21,9,6,1.08E+07,2.78E+07,8.11E+06,8.58E+06,2.77E+06,10,10,3,6,5,3,2,Carbamidomethylation; Deamidation (NQ),52471,FAS-associated factor 2 OS=Mus musculus GN=Faf2 PE=1 SV=2
591,415,P54823|DDX6_MOUSE,221.36,27,14,16,0,14,13,1.08E+07,1.34E+07,,1.60E+07,1.86E+07,8,8,4,4,0,5,5,Carbamidomethylation; Deamidation (NQ),54192,Probable ATP-dependent RNA helicase DDX6 OS=Mus musculus GN=Ddx6 PE=1 SV=1
349,500,P62702|RS4X_MOUSE,220.92,32,17,15,25,27,29,2.58E+07,7.28E+06,2.49E+07,4.32E+07,2.94E+07,13,13,4,4,8,8,7,Carbamidomethylation,29598,40S ribosomal protein S4  X isoform OS=Mus musculus GN=Rps4x PE=1 SV=2
565,400,P35486|ODPA_MOUSE,220.89,38,34,16,12,9,9,2.42E+07,2.27E+07,5.66E+06,1.13E+07,3.91E+06,11,11,6,4,2,3,3,Carbamidomethylation; Deamidation (NQ),43232,Pyruvate dehydrogenase E1 component subunit alpha  somatic form  mitochondrial OS=Mus musculus GN=Pdha1 PE=1 SV=1
358,450,P14148|RL7_MOUSE,220.74,34,21,30,20,20,29,4.34E+07,9.30E+07,2.30E+07,1.82E+07,2.61E+07,11,11,6,8,4,5,7,Carbamidomethylation; Deamidation (NQ),31420,60S ribosomal protein L7 OS=Mus musculus GN=Rpl7 PE=1 SV=2
466,405,Q9DBF1|AL7A1_MOUSE,220.74,28,15,14,26,19,9,9.44E+06,1.27E+07,1.33E+07,9.72E+06,9.28E+06,8,8,4,4,7,5,3,Carbamidomethylation; Deamidation (NQ),58862,Alpha-aminoadipic semialdehyde dehydrogenase OS=Mus musculus GN=Aldh7a1 PE=1 SV=4
531,434,Q9CQN1|TRAP1_MOUSE,220.56,17,9,8,12,11,2,5.64E+06,3.30E+06,3.71E+06,3.47E+06,,9,6,3,3,6,5,2,Deamidation (NQ),80209,Heat shock protein 75 kDa  mitochondrial OS=Mus musculus GN=Trap1 PE=1 SV=1
517,859,P49722|PSA2_MOUSE,220.39,32,26,32,17,16,26,1.87E+07,2.38E+07,5.32E+06,4.70E+06,4.62E+06,7,7,5,6,2,3,4,,25927,Proteasome subunit alpha type-2 OS=Mus musculus GN=Psma2 PE=1 SV=3
375,495,P62821|RAB1A_MOUSE,220.38,51,25,33,32,22,27,1.40E+07,7.01E+06,1.92E+06,9.20E+05,2.18E+06,9,4,5,7,7,4,6,,22678,Ras-related protein Rab-1A OS=Mus musculus GN=Rab1A PE=1 SV=3
475,435,Q5FWK3|RHG01_MOUSE,220.29,31,16,15,12,18,23,1.99E+07,9.03E+06,1.21E+07,1.50E+07,1.35E+07,11,11,4,3,3,5,7,Carbamidomethylation,50411,Rho GTPase-activating protein 1 OS=Mus musculus GN=Arhgap1 PE=1 SV=1
296,491,P62242|RS8_MOUSE,219.48,41,41,36,29,29,26,1.21E+08,1.95E+08,6.08E+07,9.63E+07,9.60E+07,11,11,9,11,6,6,5,Carbamidomethylation,24205,40S ribosomal protein S8 OS=Mus musculus GN=Rps8 PE=1 SV=2
545,568,P97372|PSME2_MOUSE,219.3,42,30,29,13,16,27,1.02E+07,1.15E+07,3.03E+06,1.82E+06,1.55E+07,8,8,5,4,2,3,5,Carbamidomethylation; Deamidation (NQ),27057,Proteasome activator complex subunit 2 OS=Mus musculus GN=Psme2 PE=1 SV=4
496,408,P05201|AATC_MOUSE,219.24,37,20,9,12,16,22,1.36E+07,1.86E+06,6.75E+06,9.87E+06,1.98E+07,10,10,6,2,3,4,6,Carbamidomethylation; Deamidation (NQ),46248,Aspartate aminotransferase  cytoplasmic OS=Mus musculus GN=Got1 PE=1 SV=3
572,549,Q9D8W5|PSD12_MOUSE,219.06,22,20,3,10,7,8,2.25E+07,1.19E+06,2.21E+07,5.44E+06,1.06E+07,8,8,7,1,6,2,2,,52895,26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus GN=Psmd12 PE=1 SV=4
371,580,Q3THE2|ML12B_MOUSE,218.3,46,23,27,45,30,37,3.58E+07,6.78E+07,4.54E+07,7.83E+07,9.33E+07,9,4,4,4,7,7,7,Deamidation (NQ),19779,Myosin regulatory light chain 12B OS=Mus musculus GN=Myl12b PE=1 SV=2
821,660,Q8R010|AIMP2_MOUSE,218.13,39,37,3,11,14,6,1.10E+07,1.72E+05,2.68E+05,1.64E+07,1.72E+06,6,6,5,1,1,3,1,Deamidation (NQ),35378,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Mus musculus GN=Aimp2 PE=1 SV=2
774,302,Q8CAQ8|MIC60_MOUSE,217.76,17,0,1,7,11,4,,3.64E+06,1.18E+07,1.32E+07,5.47E+06,9,9,0,1,4,5,2,Carbamidomethylation,83900,MICOS complex subunit Mic60 OS=Mus musculus GN=Immt PE=1 SV=1
283,579,P35979|RL12_MOUSE,217.32,55,45,40,45,45,45,9.62E+07,1.29E+08,4.50E+07,1.28E+08,1.27E+08,7,7,8,8,7,8,7,Carbamidomethylation,17805,60S ribosomal protein L12 OS=Mus musculus GN=Rpl12 PE=1 SV=2
494,355,P32921|SYWC_MOUSE,217.3,29,20,6,14,11,6,2.37E+07,5.20E+06,6.71E+06,1.95E+07,7.87E+06,10,10,6,2,5,5,3,Carbamidomethylation,54358,Tryptophan--tRNA ligase  cytoplasmic OS=Mus musculus GN=Wars PE=1 SV=2
519,649,Q9D0E1|HNRPM_MOUSE,217.2,11,11,7,9,8,7,4.13E+07,2.99E+07,8.71E+06,7.50E+06,2.77E+07,5,5,6,3,4,3,4,Carbamidomethylation; Deamidation (NQ),77649,Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus GN=Hnrnpm PE=1 SV=3
624,528,Q9CZ44|NSF1C_MOUSE,217.13,27,20,18,9,11,15,1.55E+07,2.49E+07,4.24E+06,5.05E+06,8.12E+06,6,6,4,5,2,2,3,,40710,NSFL1 cofactor p47 OS=Mus musculus GN=Nsfl1c PE=1 SV=1
570,447,P47791|GSHR_MOUSE,217.06,24,5,5,16,7,15,3.57E+06,1.37E+07,1.28E+07,4.08E+06,2.15E+07,7,7,2,2,5,2,7,Carbamidomethylation,53663,Glutathione reductase  mitochondrial OS=Mus musculus GN=Gsr PE=1 SV=3
574,342,Q62188|DPYL3_MOUSE,216.97,24,14,8,3,11,12,4.07E+06,4.99E+06,,7.30E+06,3.88E+06,9,6,5,3,1,5,4,Carbamidomethylation; Deamidation (NQ),61936,Dihydropyrimidinase-related protein 3 OS=Mus musculus GN=Dpysl3 PE=1 SV=1
593,558,P62192|PRS4_MOUSE,216.27,21,14,12,14,10,8,1.30E+07,1.84E+07,9.58E+06,1.12E+07,8.15E+06,7,6,4,3,5,3,2,,49185,26S proteasome regulatory subunit 4 OS=Mus musculus GN=Psmc1 PE=1 SV=1
448,556,O89079|COPE_MOUSE,215.71,45,45,39,17,22,22,1.65E+07,1.93E+07,3.78E+06,7.47E+06,4.29E+06,6,6,7,7,3,3,4,Carbamidomethylation; Deamidation (NQ),34567,Coatomer subunit epsilon OS=Mus musculus GN=Cope PE=1 SV=3
613,432,Q8BL66|EEA1_MOUSE,215.53,10,2,6,2,5,5,1.25E+07,4.24E+06,2.21E+06,2.32E+06,7.38E+06,9,9,2,4,2,3,5,Carbamidomethylation; Deamidation (NQ),160914,Early endosome antigen 1 OS=Mus musculus GN=Eea1 PE=1 SV=2
684,362,P07742|RIR1_MOUSE,215.49,17,9,4,10,2,6,5.29E+06,7.84E+05,5.74E+06,2.38E+06,1.00E+07,8,8,4,1,5,1,3,Carbamidomethylation,90210,Ribonucleoside-diphosphate reductase large subunit OS=Mus musculus GN=Rrm1 PE=1 SV=2
516,552,Q78ZA7|NP1L4_MOUSE,215.35,27,17,9,15,14,19,8.77E+06,8.64E+06,4.92E+06,6.76E+06,1.06E+07,7,5,4,3,5,3,5,Carbamidomethylation; Deamidation (NQ),42679,Nucleosome assembly protein 1-like 4 OS=Mus musculus GN=Nap1l4 PE=1 SV=1
432,588,P20108|PRDX3_MOUSE,214.86,34,24,19,30,24,12,1.98E+07,4.41E+07,1.01E+07,1.58E+07,2.78E+07,8,8,5,5,5,6,4,Carbamidomethylation; Deamidation (NQ),28127,Thioredoxin-dependent peroxide reductase  mitochondrial OS=Mus musculus GN=Prdx3 PE=1 SV=1
534,360,Q921M3|SF3B3_MOUSE,214.55,12,4,8,4,5,5,1.48E+07,1.78E+07,8.03E+06,2.75E+07,1.99E+07,8,8,3,5,3,4,4,Carbamidomethylation,135550,Splicing factor 3B subunit 3 OS=Mus musculus GN=Sf3b3 PE=1 SV=1
538,352,Q6PDI5|ECM29_MOUSE,214.09,11,8,3,5,1,4,5.55E+06,2.21E+06,5.59E+06,4.14E+05,1.30E+07,11,11,6,3,4,1,5,Carbamidomethylation; Oxidation (M); Deamidation (NQ),203702,Proteasome-associated protein ECM29 homolog OS=Mus musculus GN=Ecm29 PE=1 SV=3
567,542,Q61753|SERA_MOUSE,213.67,18,14,8,7,11,8,2.14E+07,1.87E+07,9.95E+06,2.04E+07,8.10E+06,7,7,5,3,3,4,3,Carbamidomethylation,56586,D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3
445,348,Q61656|DDX5_MOUSE,213.63,23,5,6,18,5,8,1.30E+07,2.90E+06,1.38E+07,1.56E+07,1.31E+07,12,9,4,4,7,4,5,Carbamidomethylation,69290,Probable ATP-dependent RNA helicase DDX5 OS=Mus musculus GN=Ddx5 PE=1 SV=2
439,410,Q7TNP2|2AAB_MOUSE,213.59,21,17,8,8,8,8,2.27E+05,7.96E+05,,4.73E+05,2.73E+05,8,2,7,4,4,4,5,Carbamidomethylation; Deamidation (NQ),65934,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Mus musculus GN=Ppp2r1b PE=1 SV=2
550,594,Q61425|HCDH_MOUSE,213.48,34,25,13,20,18,12,1.84E+07,1.46E+07,3.61E+06,2.12E+07,1.03E+07,8,8,5,4,3,4,3,Carbamidomethylation,34464,Hydroxyacyl-coenzyme A dehydrogenase  mitochondrial OS=Mus musculus GN=Hadh PE=1 SV=2
326,497,P97855|G3BP1_MOUSE,213.48,26,22,4,14,15,4,5.93E+07,3.90E+06,2.97E+07,2.75E+07,1.39E+06,9,7,11,2,9,9,2,Deamidation (NQ),51829,Ras GTPase-activating protein-binding protein 1 OS=Mus musculus GN=G3bp1 PE=1 SV=1
600,695,P56959|FUS_MOUSE,213.34,18,12,7,6,3,13,3.80E+07,1.37E+07,8.16E+06,3.67E+07,5.77E+06,7,7,5,3,3,3,3,Carbamidomethylation,52673,RNA-binding protein FUS OS=Mus musculus GN=Fus PE=1 SV=1
119,1468,P68433|H31_MOUSE,212.5,32,32,24,32,32,32,1.05E+08,5.13E+07,4.48E+07,8.07E+07,8.72E+07,5,2,16,10,16,16,22,Carbamidomethylation; Oxidation (M); Deamidation (NQ),15404,Histone H3.1 OS=Mus musculus GN=Hist1h3a PE=1 SV=2
741,668,Q61576|FKB10_MOUSE,212.39,13,11,6,5,7,2,1.55E+07,7.16E+06,7.06E+05,5.21E+06,2.75E+05,7,7,5,2,2,3,1,Carbamidomethylation; Deamidation (NQ),64698,Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Mus musculus GN=Fkbp10 PE=1 SV=2
628,446,Q6P1B1|XPP1_MOUSE,212.04,19,3,6,14,8,6,4.13E+06,6.78E+06,6.01E+06,1.06E+07,9.91E+06,7,7,2,3,6,3,2,Carbamidomethylation,69591,Xaa-Pro aminopeptidase 1 OS=Mus musculus GN=Xpnpep1 PE=1 SV=1
563,281,O08810|U5S1_MOUSE,212.04,16,6,3,4,9,6,4.76E+06,3.63E+06,5.28E+06,8.51E+06,5.24E+06,10,10,4,2,3,5,4,Carbamidomethylation,109361,116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus GN=Eftud2 PE=1 SV=1
293,658,Q9R0P5|DEST_MOUSE,211.94,47,42,36,30,33,40,5.29E+07,3.82E+07,2.62E+07,6.18E+07,6.90E+07,9,9,9,5,6,8,9,Carbamidomethylation,18522,Destrin OS=Mus musculus GN=Dstn PE=1 SV=3
811,532,Q61545|EWS_MOUSE,211.93,20,6,14,10,2,5,4.73E+06,1.18E+07,4.08E+06,3.65E+06,4.43E+05,7,7,2,5,2,1,1,Carbamidomethylation,68462,RNA-binding protein EWS OS=Mus musculus GN=Ewsr1 PE=1 SV=2
215,581,P10639|THIO_MOUSE,211.74,80,69,78,19,68,80,1.36E+08,1.82E+08,6.61E+06,9.10E+07,1.63E+08,10,10,10,16,2,6,18,Carbamidomethylation,11675,Thioredoxin OS=Mus musculus GN=Txn PE=1 SV=3
460,279,P17426|AP2A1_MOUSE,211.41,14,8,2,4,12,7,6.92E+06,6.08E+06,1.92E+06,8.85E+06,6.40E+06,10,4,5,2,3,9,4,Carbamidomethylation; Deamidation (NQ),107664,AP-2 complex subunit alpha-1 OS=Mus musculus GN=Ap2a1 PE=1 SV=1
619,414,Q9WUM4|COR1C_MOUSE,211.4,26,19,13,13,7,2,3.12E+07,3.31E+07,1.20E+07,2.50E+07,9.35E+06,8,8,5,3,3,4,1,Carbamidomethylation; Deamidation (NQ),53121,Coronin-1C OS=Mus musculus GN=Coro1c PE=1 SV=2
444,261,P60229|EIF3E_MOUSE,211.34,31,16,3,12,13,13,9.59E+06,6.38E+05,6.31E+06,1.34E+07,9.07E+06,11,11,6,1,7,5,5,Carbamidomethylation; Deamidation (NQ),52221,Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus GN=Eif3e PE=1 SV=1
427,290,Q501J6|DDX17_MOUSE,211.26,24,11,4,17,12,7,1.76E+07,4.28E+06,2.00E+07,1.20E+07,1.42E+07,13,10,6,2,8,5,4,Carbamidomethylation; Deamidation (NQ),72400,Probable ATP-dependent RNA helicase DDX17 OS=Mus musculus GN=Ddx17 PE=1 SV=1
616,418,Q91ZJ5|UGPA_MOUSE,211.12,20,12,4,6,4,12,1.22E+07,1.77E+07,5.97E+06,1.59E+07,3.04E+07,8,8,4,3,2,2,5,,56979,UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus GN=Ugp2 PE=1 SV=3
329,719,Q9WV55|VAPA_MOUSE,211.05,34,27,25,19,18,18,3.84E+07,4.45E+07,1.98E+07,4.65E+07,5.04E+07,8,7,7,9,4,7,6,,27855,Vesicle-associated membrane protein-associated protein A OS=Mus musculus GN=Vapa PE=1 SV=2
747,503,Q08857|CD36_MOUSE,211.04,25,5,5,0,22,8,7.30E+06,1.24E+07,,2.51E+07,3.29E+06,10,10,1,1,0,9,2,Carbamidomethylation,52698,Platelet glycoprotein 4 OS=Mus musculus GN=Cd36 PE=1 SV=2
465,403,P45952|ACADM_MOUSE,210.62,32,15,14,17,10,22,2.31E+07,1.71E+07,1.49E+07,5.79E+06,2.41E+07,10,10,5,4,5,3,6,Carbamidomethylation,46481,Medium-chain specific acyl-CoA dehydrogenase  mitochondrial OS=Mus musculus GN=Acadm PE=1 SV=1
270,541,P25444|RS2_MOUSE,210.59,30,30,19,15,19,19,1.01E+08,9.11E+07,9.61E+06,5.44E+07,1.31E+07,10,10,13,8,6,6,8,Carbamidomethylation; Deamidation (NQ),31231,40S ribosomal protein S2 OS=Mus musculus GN=Rps2 PE=1 SV=3
416,371,P63094|GNAS2_MOUSE,210.34,30,18,19,20,13,15,9.86E+06,1.12E+07,1.35E+07,8.86E+06,1.26E+07,8,7,5,5,6,5,5,Carbamidomethylation,45664,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Mus musculus GN=Gnas PE=1 SV=1
416,372,Q6R0H7|GNAS1_MOUSE,210.34,11,6,6,7,4,5,9.86E+06,1.12E+07,1.35E+07,8.86E+06,1.26E+07,8,7,5,5,6,5,5,Carbamidomethylation,121505,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Mus musculus GN=Gnas PE=1 SV=1
701,544,Q9DBG5|PLIN3_MOUSE,210.19,30,13,17,12,13,11,3.06E+06,6.69E+06,1.20E+06,8.88E+06,8.97E+06,6,6,2,3,2,4,3,,47262,Perilipin-3 OS=Mus musculus GN=Plin3 PE=1 SV=1
286,554,P47911|RL6_MOUSE,209.86,27,24,24,17,24,17,6.15E+07,3.86E+07,2.39E+07,4.89E+07,6.78E+07,8,8,7,7,6,10,8,,33510,60S ribosomal protein L6 OS=Mus musculus GN=Rpl6 PE=1 SV=3
483,553,Q60668|HNRPD_MOUSE,209.54,29,16,10,16,7,12,4.67E+07,6.06E+07,2.08E+07,3.80E+07,3.80E+07,9,6,5,5,4,4,4,Carbamidomethylation,38354,Heterogeneous nuclear ribonucleoprotein D0 OS=Mus musculus GN=Hnrnpd PE=1 SV=2
481,369,P26516|PSMD7_MOUSE,209.15,45,37,14,36,12,12,2.61E+07,1.53E+07,1.65E+07,1.03E+07,9.14E+06,8,8,7,3,7,3,2,Deamidation (NQ),36540,26S proteasome non-ATPase regulatory subunit 7 OS=Mus musculus GN=Psmd7 PE=1 SV=2
541,318,Q02819|NUCB1_MOUSE,209.11,32,12,25,3,6,10,1.80E+07,1.07E+07,4.57E+05,2.84E+06,4.09E+06,9,9,4,8,1,2,4,,53409,Nucleobindin-1 OS=Mus musculus GN=Nucb1 PE=1 SV=2
569,388,Q8CGK3|LONM_MOUSE,209.09,16,11,2,10,7,11,1.30E+07,7.22E+06,6.88E+06,3.25E+06,5.13E+06,8,8,5,2,4,3,4,Carbamidomethylation; Deamidation (NQ),105843,Lon protease homolog  mitochondrial OS=Mus musculus GN=Lonp1 PE=1 SV=2
